アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,66,29.5%,安打,63,68.5%
フライ,76,33.9%,四死球,28,30.4%
空三振,70,31.3%,失策出塁,0,0.0%
見三振,7,3.1%,野選,1,1.1%
犠打,5,2.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
