種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,2.39,8,8,0,2,4,0,0,0,0,0,0,49.0,36,3,49,18,1,14,13,1.1,0.202,2.39,-
Visitor,2.63,5,5,0,1,1,0,0,0,0,0,0,27.1,27,1,28,9,0,10,8,1.32,0.262,3.38,-
