球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,617,69.2%,153.3,56,95,140,201,47.2%,17.4%,0.255,153,39,3,32,10,1
フォーク,209,23.4%,137.2,53,27,32,66,53.6%,45.7%,0.12,50,6,0,20,0,2
スライダー,66,7.4%,129.2,16,11,5,24,48.5%,51.6%,0.118,17,2,1,8,0,1
