条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.186,65,59,11,2,0,0,10,4,0,2,0
対左打者,0.205,47,39,8,0,0,2,10,3,2,1,2
