アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,2,28.6%,安打,5,71.4%
フライ,3,42.9%,四死球,2,28.6%
空三振,1,14.3%,失策出塁,0,0.0%
見三振,0,0.0%,野選,0,0.0%
犠打,1,14.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
