条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.254,158,138,35,3,2,2,21,10,9,1,0
対左投手,0.176,40,34,6,0,0,0,8,3,2,0,1
