チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,0.279,18,49,43,2,12,2,0,1,17,5,7,1,0,5,0,0,1,0,0,0.367,0.395,0.763
日本ハム,0.24,13,28,25,2,6,0,0,0,6,2,2,3,0,0,0,0,0,0,0,0.321,0.24,0.561
ロッテ,0.15,19,49,40,3,6,0,0,0,6,6,9,5,1,3,0,1,0,0,1,0.286,0.15,0.436
オリックス,0.304,17,25,23,4,7,1,1,0,10,4,6,1,0,1,0,0,0,0,0,0.36,0.435,0.795
西武,0.265,16,39,34,2,9,0,1,1,14,6,4,2,0,2,1,0,0,0,0,0.342,0.412,0.754
