打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Home,0.217,47,109,92,11,20,1,1,2,29,15,18,8,1,7,1,1,0,0,1,0.324,0.315,0.639
Visitor,0.263,46,89,80,2,21,2,1,0,25,8,11,5,0,4,0,0,1,0,0,0.337,0.313,0.65
