アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,5,31.3%,安打,6,54.5%
フライ,7,43.8%,四死球,5,45.5%
空三振,3,18.8%,失策出塁,0,0.0%
見三振,0,0.0%,野選,0,0.0%
犠打,1,6.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
