チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
巨人,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
阪神,0.00,1,0,1,0,0,1,0,1,0,0,0,1.0,1,0,0,1,0,0,0,2.0,0.333,-,99.00
広島,108.00,1,0,1,0,0,0,0,0,0,0,0,0.1,1,0,0,2,1,4,4,9.0,0.5,-,0.08
ヤクルト,4.50,1,0,1,0,1,0,0,0,0,0,1,4.0,4,1,3,1,0,2,2,1.25,0.25,-,2.00
中日,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
