条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.077,15,13,1,0,0,0,0,1,0,1,0,0.143
1-0より,.286,8,7,2,0,0,0,0,0,0,1,0,0.286
2-0より,.000,2,2,0,0,0,0,0,0,0,0,0,0.0
3-0より,-,3,0,0,0,0,0,0,3,0,0,0,1.0
0-1より,.364,12,11,4,1,0,0,0,0,0,0,1,0.333
1-1より,.667,9,9,6,1,1,0,0,0,0,0,0,0.667
2-1より,.400,6,5,2,1,0,0,0,0,0,0,1,0.333
3-1より,1.000,7,1,1,0,0,0,0,6,0,0,0,1.0
0-2より,.167,6,6,1,0,0,0,3,0,0,0,0,0.167
1-2より,.125,16,16,2,0,0,0,6,0,0,0,0,0.125
2-2より,.261,23,23,6,0,0,1,9,0,0,0,0,0.261
3-2より,.500,12,8,4,1,0,0,2,4,0,0,0,0.667
