球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,167,36.9%,149.1,6,32,29,73,40.1%,9.7%,0.241,29,7,0,4,6,0
カットボール,127,28.0%,138.0,18,23,22,36,49.6%,26.5%,0.258,31,8,0,5,5,0
スプリット,77,17.0%,135.6,18,6,10,28,44.2%,41.9%,0.381,21,8,0,6,2,0
スライダー,47,10.4%,132.5,4,8,7,21,40.4%,22.2%,0.222,9,2,0,2,0,0
パーム,35,7.7%,127.9,5,1,5,16,31.4%,27.8%,0.364,11,4,1,3,0,0
