球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,218,62.6%,146.3,19,29,51,78,45.4%,17.1%,.184,49,9,0,10,4,1
シンカー,84,24.1%,130.0,7,21,9,33,44.0%,23.3%,.333,18,6,1,4,3,0
スライダー,35,10.1%,129.1,7,2,2,20,31.4%,53.8%,.286,7,2,0,3,0,0
フォーク,6,1.7%,132.8,0,0,1,1,16.7%,0.0%,.500,4,2,0,0,0,0
カットボール,4,1.1%,138.8,0,2,0,2,50.0%,-%,-,0,0,0,0,0,0
カーブ,1,0.3%,122.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
