条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.219,37,32,7,0,0,1,10,3,1,0,1
対左打者,0.261,52,46,12,4,0,0,7,5,0,1,0
