球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,35,68.6%,144.9,1,7,6,10,40.0%,5.6%,.167,12,2,0,1,0,0
フォーク,9,17.6%,127.3,0,1,1,5,22.2%,0.0%,.000,2,0,0,0,0,0
スライダー,7,13.7%,115.0,0,3,1,3,57.1%,0.0%,-,0,0,0,0,1,0
