条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.417,55,48,20,7,0,0,4,3,1,3,0
対左打者,0.294,39,34,10,2,0,1,2,3,0,1,1
