アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,21,37.5%,安打,30,78.9%
フライ,25,44.6%,四死球,7,18.4%
空三振,5,8.9%,失策出塁,1,2.6%
見三振,1,1.8%,野選,0,0.0%
犠打,4,7.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
