アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,96,29.1%,安打,123,69.1%
フライ,118,35.8%,四死球,55,30.9%
空三振,76,23.0%,失策出塁,0,0.0%
見三振,28,8.5%,野選,0,0.0%
犠打,12,3.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
