条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.274,70,62,17,6,0,1,10,3,3,1,1
対左打者,0.377,55,53,20,3,1,1,11,1,1,0,0
