条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.257,113,105,27,3,0,1,31,5,0,3,0
対左打者,0.196,61,56,11,1,0,2,17,3,0,2,0
