球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,257,41.0%,147.2,11,54,54,101,46.3%,10.8%,.229,48,11,2,13,2,0
ツーシーム,176,28.1%,139.4,41,26,39,31,60.2%,34.5%,.155,58,9,1,21,4,0
スライダー,98,15.6%,128.1,16,23,20,23,60.2%,30.8%,.320,25,8,0,9,1,0
カットボール,92,14.7%,140.1,18,11,15,24,47.8%,31.6%,.321,28,9,0,5,1,0
チェンジアップ,3,0.5%,130.7,0,0,0,1,0.0%,0.0%,.500,2,1,0,0,0,0
カーブ,1,0.2%,119.0,0,0,1,0,100.0%,0.0%,-,0,0,0,0,0,0
