条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.404,63,57,23,2,1,2,0,1,0,5,0,0.414
1-0より,.282,43,39,11,3,0,0,0,0,0,4,0,0.282
2-0より,.231,13,13,3,0,0,0,0,0,0,0,0,0.231
3-0より,-,3,0,0,0,0,0,0,3,0,0,0,1.0
0-1より,.298,50,47,14,1,0,0,0,0,2,1,0,0.327
1-1より,.310,43,42,13,5,0,0,0,0,1,0,0,0.326
2-1より,.440,25,25,11,2,0,2,0,0,0,0,0,0.44
3-1より,.250,19,8,2,0,0,0,0,11,0,0,0,0.684
0-2より,.135,38,37,5,0,0,0,16,0,1,0,0,0.158
1-2より,.228,58,57,13,1,0,1,18,0,1,0,0,0.241
2-2より,.245,56,53,13,3,0,1,19,0,3,0,0,0.286
3-2より,.250,36,20,5,0,1,0,6,15,1,0,0,0.583
