アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,102,34.8%,安打,113,72.9%
フライ,122,41.6%,四死球,39,25.2%
空三振,47,16.0%,失策出塁,2,1.3%
見三振,12,4.1%,野選,1,0.6%
犠打,10,3.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
