左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
43.6% (147),43.6% (147),43.6% (147),22.0% (74),22.0% (74),22.0% (74),34.4% (116),34.4% (116),34.4% (116)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
39.3% (42),100.0% (6),44.2% (99),29.9% (32),0.0% (0),18.8% (42),30.8% (33),0.0% (0),37.1% (83)
