球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,275,44.6%,147.2,20,56,76,78,55.3%,14.2%,0.185,54,10,2,11,5,1
スライダー,270,43.8%,134.6,52,41,56,76,55.2%,34.0%,0.154,65,10,1,22,2,0
フォーク,44,7.1%,136.4,8,1,9,17,40.9%,30.8%,0.071,14,1,0,5,0,0
ワンシーム,21,3.4%,145.9,1,2,1,11,19.0%,12.5%,0.333,6,2,0,0,0,0
カーブ,6,1.0%,129.8,1,2,0,2,50.0%,50.0%,0.0,1,0,0,0,0,0
