防御率2.21,試合42,先発0,救援42,連投(試)0,連投(日)0,勝利3,敗戦3,HLD7,Ｓ14,ＨＰ10,ＳＰ17,救勝3,救敗3,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.500,40.2,153,616,15.1,23,3,38,8,1,1,0,0,11,10,0.76,-
