条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.375,18,16,6,2,1,1,0,0,0,2,0,.375
1-0より,.333,7,6,2,0,0,0,0,0,0,1,0,.333
2-0より,.000,4,3,0,0,0,0,0,1,0,0,0,.250
3-0より,-,0,0,0,0,0,0,0,0,0,0,0,-
0-1より,.231,13,13,3,0,0,1,0,0,0,0,0,.231
1-1より,.154,13,13,2,1,0,0,0,0,0,0,0,.154
2-1より,.167,7,6,1,0,0,0,0,0,0,1,0,.167
3-1より,.000,3,1,0,0,0,0,0,2,0,0,0,.667
0-2より,.063,16,16,1,0,0,0,7,0,0,0,0,.063
1-2より,.065,31,31,2,0,0,0,14,0,0,0,0,.065
2-2より,.214,29,28,6,0,0,1,13,0,1,0,0,.241
3-2より,.000,12,7,0,0,0,0,4,5,0,0,0,.417
