打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,25,8,0.32,0,5,0,0,0,0.32
2打席目,25,5,0.2,0,2,0,0,0,0.2
3打席目,21,6,0.286,0,5,3,0,1,0.36
4打席目,20,4,0.2,0,5,4,0,0,0.333
5打席目以上,9,2,0.222,0,3,2,0,0,0.364
