条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.333,7,6,2,1,0,0,0,1,0,0,0,.429
1-0より,.375,8,8,3,0,1,0,0,0,0,0,0,.375
2-0より,-,0,0,0,0,0,0,0,0,0,0,0,-
3-0より,-,2,0,0,0,0,0,0,2,0,0,0,1.000
0-1より,.231,13,13,3,0,0,0,0,0,0,0,0,.231
1-1より,.333,24,24,8,1,0,0,0,0,0,0,0,.333
2-1より,.556,9,9,5,0,0,0,0,0,0,0,0,.556
3-1より,.750,8,4,3,1,0,0,0,4,0,0,0,.875
0-2より,.000,9,8,0,0,0,0,5,0,0,0,1,.000
1-2より,.143,36,35,5,0,1,0,11,0,1,0,0,.167
2-2より,.222,36,36,8,0,0,0,10,0,0,0,0,.222
3-2より,.091,14,11,1,0,0,0,4,3,0,0,0,.286
