条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.222,85,81,18,0,0,0,0,18,4,0,0,0,0.259
1塁,0.211,19,19,4,0,0,0,0,3,0,0,0,0,0.211
2塁,0.3,24,20,6,1,1,0,4,3,4,0,0,0,0.417
3塁,0.4,5,5,2,1,1,0,2,1,0,0,0,0,0.4
1・2塁,0.154,15,13,2,0,0,0,0,4,1,1,0,0,0.267
1・3塁,0.4,5,5,2,1,0,0,2,0,0,0,0,0,0.4
2・3塁,0.5,5,4,2,0,0,0,3,0,1,0,0,0,0.6
満塁,0.286,8,7,2,0,0,0,4,1,0,0,0,1,0.25
得点圏,0.296,62,54,16,3,2,0,15,9,6,1,0,1,0.371
