HQS率-,SQS率-,被打率.242,被BABIP.316,被出塁率.304,被長打率.344,K/BB3.15,K/98.58,BB/92.72,HR/90.42,GO/AO0.77,援護率-,IPR5.38,NHB%25.0%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
2.24,89.4%,7.61,0.90,6.20,479,5.2,0,0,43.0,8,11,38,
