球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,371,53.8%,150.5,27,69,72,131,45.3%,15.8%,0.244,86,21,1,20,5,1
フォーク,182,26.4%,140.1,36,18,45,55,54.4%,33.0%,0.136,44,6,0,16,2,0
カットボール,84,12.2%,138.7,9,12,20,26,48.8%,19.6%,0.474,19,9,1,2,1,0
スライダー,52,7.5%,131.3,7,10,4,26,40.4%,43.8%,0.25,8,2,0,3,2,0
