アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,27,34.2%,安打,30,69.8%
フライ,25,31.6%,四死球,10,23.3%
空三振,25,31.6%,失策出塁,2,4.7%
見三振,1,1.3%,野選,1,2.3%
犠打,1,1.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
