球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
神宮,1.42,13,0,13,1,0,0,0,1,1,1,0,19.0,16,2,13,3,0,3,3,1.0,0.239,-,6.33
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,0.00,1,0,1,0,0,0,0,0,0,0,0,3.0,1,0,1,0,0,0,0,0.33,0.125,-,99.00
横浜,5.40,2,0,2,0,0,0,0,0,0,0,0,3.1,4,1,3,0,0,2,2,1.2,0.286,-,1.67
マツダスタジアム,3.60,4,0,4,0,0,0,0,0,0,0,0,5.0,5,0,5,1,0,2,2,1.2,0.263,-,2.50
バンテリンドーム,0.00,1,0,1,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,1.0,0.0,-,99.00
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,0.00,2,0,2,0,0,0,0,0,0,0,0,2.1,3,0,2,2,0,0,0,2.14,0.375,-,99.00
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
