打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,42,10,0.238,1,5,1,0,0,0.256
2打席目,37,5,0.135,0,5,4,2,0,0.22
3打席目,35,11,0.314,1,4,6,1,0,0.415
4打席目,32,9,0.281,0,7,2,3,1,0.314
5打席目以上,11,4,0.364,0,1,1,0,0,0.417
