左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
45.6% (62),45.6% (62),45.6% (62),19.1% (26),19.1% (26),19.1% (26),35.3% (48),35.3% (48),35.3% (48)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
38.5% (15),50.0% (1),48.4% (46),25.6% (10),0.0% (0),16.8% (16),35.9% (14),50.0% (1),34.7% (33)
