条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.286,119,105,30,6,0,2,15,8,2,3,1
対左投手,0.196,63,56,11,2,1,0,8,4,0,3,0
