アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,46,43.0%,安打,23,67.6%
フライ,32,29.9%,四死球,11,32.4%
空三振,22,20.6%,失策出塁,0,0.0%
見三振,5,4.7%,野選,0,0.0%
犠打,2,1.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
