種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,1.05,26,0,26,2,1,16,0,18,2,2,1,25.2,19,3,33,4,0,3,3,0.9,0.207,-,8.56
Visitor,1.08,26,0,26,1,0,15,1,16,2,1,0,25.0,10,0,37,9,0,3,3,0.76,0.119,-,8.33
