HQS率-,SQS率-,被打率.165,被BABIP.252,被出塁率.222,被長打率.227,K/BB5.38,K/912.43,BB/92.31,HR/90.53,GO/AO0.67,援護率-,IPR8.44,NHB%48.1%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
1.45,95.2%,12.83,1.48,11.11,502,4.2,0,0,50.2,6,25,47,
