防御率1.07,試合52,先発0,救援52,連投(試)1,連投(日)1,勝利3,敗戦1,HLD31,Ｓ1,ＨＰ34,ＳＰ4,救勝3,救敗1,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.750,50.2,192,815,16.1,29,3,70,13,1,0,2,0,6,6,0.83,-
