アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,89,36.3%,安打,97,78.2%
フライ,105,42.9%,四死球,20,16.1%
空三振,40,16.3%,失策出塁,6,4.8%
見三振,8,3.3%,野選,1,0.8%
犠打,3,1.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
