打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,78,19,0.244,1,13,3,0,0,0.272
2打席目,76,28,0.368,4,6,4,1,0,0.4
3打席目,73,25,0.342,1,7,6,0,0,0.392
4打席目,67,14,0.209,0,11,4,1,1,0.25
5打席目以上,34,5,0.147,2,10,2,1,0,0.194
