条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.302,46,43,13,4,0,1,0,0,0,2,1,0.295
1-0より,.250,25,24,6,2,1,0,0,0,1,0,0,0.28
2-0より,.333,7,6,2,0,0,0,0,1,0,0,0,0.429
3-0より,-,2,0,0,0,0,0,0,2,0,0,0,1.0
0-1より,.340,50,50,17,3,1,0,0,0,0,0,0,0.34
1-1より,.368,38,38,14,2,0,3,0,0,0,0,0,0.368
2-1より,.467,15,15,7,2,0,3,0,0,0,0,0,0.467
3-1より,.286,15,7,2,1,0,0,0,7,0,1,0,0.643
0-2より,.154,26,26,4,1,0,0,11,0,0,0,0,0.154
1-2より,.167,43,42,7,0,0,0,16,0,1,0,0,0.186
2-2より,.313,49,48,15,4,1,0,10,0,1,0,0,0.327
3-2より,.222,52,45,10,2,0,2,11,7,0,0,0,0.327
