種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,0.44,21,0,21,1,0,8,0,9,1,1,0,20.1,15,0,17,2,0,1,1,0.84,0.203,-,20.33
Visitor,5.6,22,0,22,1,1,5,1,6,2,1,1,17.2,30,0,18,5,2,12,11,1.98,0.375,-,1.47
