アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,44,40.0%,安打,45,80.4%
フライ,28,25.5%,四死球,9,16.1%
空三振,24,21.8%,失策出塁,2,3.6%
見三振,11,10.0%,野選,0,0.0%
犠打,3,2.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
