球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
甲子園,0.00,17,0,17,1,0,8,0,9,1,1,0,17.1,10,0,15,1,0,0,0,0.63,0.164,-,99.00
東京ドーム,4.15,5,0,5,0,0,2,0,2,0,0,0,4.1,5,0,5,0,1,2,2,1.15,0.278,-,2.17
横浜,0.00,4,0,4,0,0,1,1,1,1,0,0,3.2,6,0,4,0,0,0,0,1.64,0.375,-,99.00
マツダスタジアム,7.71,3,0,3,0,0,0,0,0,0,0,0,2.1,6,0,4,1,1,2,2,3.00,0.462,-,1.17
神宮,0.00,3,0,3,1,0,1,0,2,1,1,0,2.2,2,0,3,0,0,0,0,0.75,0.222,-,99.00
バンテリンドーム,0.00,2,0,2,0,0,1,0,1,0,0,0,2.0,1,0,0,2,0,0,0,1.50,0.2,-,99.00
Ce その他,0.00,2,0,2,0,0,0,0,0,0,0,0,1.1,2,0,1,0,0,1,0,1.50,0.286,-,1.33
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0.0,-,-
エスコンＦ,0.00,1,0,1,0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0.00,0.0,-,99.00
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0.0,-,-
楽天モバイル,-,1,0,1,0,0,0,0,0,0,0,0,0.0,3,0,0,1,0,3,3,-,1.0,-,0.00
京セラD大阪,3.00,4,0,4,0,0,0,0,0,0,0,0,3.0,5,0,2,1,0,1,1,2.00,0.385,-,3.00
ベルーナドーム,108.00,1,0,1,0,1,0,0,0,0,0,1,0.1,5,0,0,1,0,4,4,18.00,0.833,-,0.08
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0.0,-,-
