防御率1.13,試合16,先発0,救援16,連投(試)1,連投(日)1,勝利0,敗戦0,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
-,16.0,62,259,16.2,12,2,21,3,0,0,0,0,2,2,0.94,-
