アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,18,26.1%,安打,36,78.3%
フライ,31,44.9%,四死球,8,17.4%
空三振,17,24.6%,失策出塁,2,4.3%
見三振,2,2.9%,野選,0,0.0%
犠打,1,1.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
