球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,458,52.3%,139.5,27,85,100,168,46.3%,13.2%,0.233,90,21,3,13,9,4
チェンジアップ,181,20.7%,123.6,33,22,29,56,46.4%,32.0%,0.18,50,9,0,9,4,1
カーブ,141,16.1%,110.8,3,39,23,52,46.1%,6.0%,0.31,29,9,0,5,2,0
フォーク,52,5.9%,133.0,9,1,6,25,30.8%,34.6%,0.214,14,3,0,4,1,0
カットボール,39,4.5%,135.1,1,6,5,23,30.8%,10.0%,0.5,4,2,0,0,1,1
スライダー,4,0.5%,122.5,0,1,2,0,75.0%,0.0%,0.0,1,0,0,0,0,0
