条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.259,122,108,28,6,0,3,19,8,5,1,0
対左打者,0.2,91,80,16,3,0,0,12,9,1,0,1
