アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,35,24.1%,安打,44,64.7%
フライ,78,53.8%,四死球,23,33.8%
空三振,25,17.2%,失策出塁,1,1.5%
見三振,6,4.1%,野選,0,0.0%
犠打,1,0.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
