アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,65,30.8%,安打,54,68.4%
フライ,69,32.7%,四死球,18,22.8%
空三振,52,24.6%,失策出塁,7,8.9%
見三振,14,6.6%,野選,0,0.0%
犠打,11,5.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
