左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
39.9% (75),39.9% (75),39.9% (75),21.8% (41),21.8% (41),21.8% (41),38.3% (72),38.3% (72),38.3% (72)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
48.1% (25),100.0% (2),35.8% (48),25.0% (13),0.0% (0),20.9% (28),26.9% (14),0.0% (0),43.3% (58)
