打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,9,2,.222,0,3,0,0,0,0.222
2打席目,8,1,.125,0,1,1,0,0,0.222
3打席目,8,0,.000,0,4,0,0,0,0.0
4打席目,4,0,.000,0,1,0,0,0,0.0
5打席目以上,0,0,-,0,0,0,0,0,
