チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
阪神,1.08,9,0,9,1,1,1,6,2,7,1,1,8.1,6,0,12,2,0,1,1,0.96,0.214,-,8.33
ＤｅＮＡ,0.87,11,0,11,1,0,0,9,1,10,1,0,10.1,8,1,8,2,0,1,1,0.97,0.211,-,10.33
広島,0.0,9,0,9,0,0,2,7,2,7,0,0,9.0,3,0,5,1,0,0,0,0.44,0.103,-,99.0
ヤクルト,0.0,12,0,12,1,0,0,10,1,11,1,0,12.0,4,0,14,1,0,0,0,0.42,0.1,-,99.0
中日,3.75,12,0,12,0,1,0,10,0,10,0,1,12.0,10,2,17,3,0,5,5,1.08,0.222,-,2.4
