アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,48,28.7%,安打,32,72.7%
フライ,50,29.9%,四死球,11,25.0%
空三振,61,36.5%,失策出塁,1,2.3%
見三振,4,2.4%,野選,0,0.0%
犠打,4,2.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
