0
最終登板
連投状況
7/10
試:0連投中日:0連投中
登録状況
△5/6登録
▼5/7抹消
△5/17登録
▼6/7抹消
△6/17登録
▼6/18抹消
△6/29登録
▼6/30抹消
△7/10登録
▼7/11抹消
