アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,22,40.7%,安打,11,78.6%
フライ,13,24.1%,四死球,3,21.4%
空三振,13,24.1%,失策出塁,0,0.0%
見三振,4,7.4%,野選,0,0.0%
犠打,2,3.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
