アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,51,29.7%,安打,45,68.2%
フライ,52,30.2%,四死球,20,30.3%
空三振,50,29.1%,失策出塁,1,1.5%
見三振,16,9.3%,野選,0,0.0%
犠打,3,1.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
