防御率2.76,試合36,先発0,救援36,連投(試)1,連投(日)1,勝利1,敗戦1,HLD11,Ｓ0,ＨＰ12,ＳＰ1,救勝1,救敗1,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.500,29.1,122,499,17.0,21,0,25,10,1,2,1,0,11,9,1.06,-
