条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.314,44,35,11,1,0,0,8,6,1,2,0
対左打者,0.141,78,71,10,2,0,0,17,4,1,1,1
