球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ZOZOマリン,.100,15,10,10,2,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,.100,.100,0.2
みずほPayPay,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.250,5,4,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,.250,.250,0.5
楽天モバイル,.167,6,7,6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,.167,.167,0.333
京セラD大阪,.357,6,17,14,0,5,2,0,0,7,2,3,2,0,0,1,0,0,0,1,.438,.500,0.938
ベルーナドーム,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
東京ドーム,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
甲子園,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,-,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,.000,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.333,.000,0.333
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
