条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.348,105,92,32,6,0,3,0,0,2,11,0,0.362
1-0より,0.295,47,44,13,2,0,1,0,0,0,3,0,0.295
2-0より,0.143,15,14,2,0,0,0,0,0,0,0,1,0.133
3-0より,1.0,4,1,1,0,0,0,0,3,0,0,0,1.0
0-1より,0.278,82,79,22,4,0,0,0,0,1,2,0,0.288
1-1より,0.32,77,75,24,6,0,1,0,0,0,1,1,0.316
2-1より,0.231,40,39,9,0,0,1,0,0,0,1,0,0.231
3-1より,0.4,27,10,4,1,0,0,0,17,0,0,0,0.778
0-2より,0.182,55,55,10,2,0,2,26,0,0,0,0,0.182
1-2より,0.13,94,92,12,2,1,0,43,0,2,0,0,0.149
2-2より,0.245,103,102,25,1,0,1,37,0,0,0,1,0.243
3-2より,0.245,75,53,13,1,0,1,15,21,1,0,0,0.467
